# source: aznachrichten	NONE	NONE	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
18	sein	sein	NONE
19	Intermezzo	Intermezzo	NONE
20	in	in	NONE
21	China	China	B-GPE
22	-	-	NONE
23	sportlich	sportlich	NONE
24	ein	ein	NONE
25	Rückschritt	Rückschritt	NONE
26	,	,	NONE
27	aber	aber	NONE
28	hilfreich	hilfreich	NONE
29	,	,	NONE
30	um	um	NONE
31	in	in	NONE
32	Nigeria	Nigeria	B-GPE
33	viele	viel	NONE
34	Menschen	Mensch	NONE
35	finanziell	finanziell	NONE
36	zu	zu	NONE
37	unterstützen	unterstützen	NONE
NONE	NONE	NONE	NONE
# 1108987579175702528	2	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/OQemWHf4Gr	https://t.co/OQemWHf4Gr	B-URL
NONE	NONE	NONE	NONE
# 1108976433144188928	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Wie	wie	NONE
2	kann	können	NONE
3	das	der	NONE
4	Leben	Leben	NONE
5	auf	auf	NONE
6	dem	der	NONE
7	Mainzer	Mainzer	B-NRP
8	Uni-Campus	Uni-Campus	NONE
9	verbessert	verbessern	NONE
10	werden	werden	NONE
11	?	?	NONE
NONE	NONE	NONE	NONE
# 1108976433144188928	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Die	der	NONE
2	Mitarbeiter	Mitarbeiter	NONE
3	und	und	NONE
4	Chefs	Chef	NONE
5	der	der	NONE
6	Max-Planck-Institute	Max-Planck-Institut	B-ORG
7	wünschen	wünschen	NONE
8	sich	er|es|sie	NONE
9	eine	ein	NONE
10	bessere	gut	NONE
11	Infrastruktur	Infrastruktur	NONE
12	.	.	NONE
NONE	NONE	NONE	NONE
# 1108976433144188928	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Die	der	NONE
2	Uni	Uni	NONE
3	selbst	selbst	NONE
4	will	wollen	NONE
5	ein	ein	NONE
6	Hotel	Hotel	NONE
7	.	.	NONE
NONE	NONE	NONE	NONE
# 1108976433144188928	2	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/Mdcp74dYcN	https://t.co/Mdcp74dYcN	B-URL
NONE	NONE	NONE	NONE
# 1108975432907583488	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Alle	alle	NONE
2	reden	reden	NONE
3	von	von	NONE
4	5	5	B-PRODUCT
5	G	G	I-PRODUCT
6	als	als	NONE
7	neuen	neu	NONE
8	Mobilfunkstandard	Mobilfunkstandard	NONE
9	,	,	NONE
10	während	während	NONE
11	es	es	NONE
12	in	in	NONE
13	Rheinhessen	Rheinhessen	B-LOC
14	noch	noch	NONE
15	Funklöcher	Funklöcher	NONE
16	gibt	giben	NONE
17	.	.	NONE
NONE	NONE	NONE	NONE
# 1108975432907583488	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Wie	wie	NONE
2	vernetzt	vernetzt	NONE
3	und	und	NONE
4	digital	digital	NONE
5	ist	sein	NONE
6	die	der	NONE
7	Region	Region	NONE
8	?	?	NONE
NONE	NONE	NONE	NONE
# 1108975432907583488	2	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/ZAgH8dVbaO	https://t.co/ZAgH8dVbaO	B-URL
NONE	NONE	NONE	NONE
# 1108784026758856707	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Patienten	Patient	NONE
2	und	und	NONE
3	Angehörige	Angehörige	NONE
4	an	an	NONE
5	der	der	NONE
6	Mainzer	Mainzer	B-ORG
7	#Unimedizin	#Unimedizin	I-ORG
8	legen	legen	NONE
9	immer	immer	B-SORD
10	öfter	öfter	I-SORD
11	aggressives	aggressiv	NONE
12	Verhalten	Verhalten	NONE
13	an	an	NONE
14	den	der	NONE
15	Tag	Tag	NONE
16	.	.	NONE
NONE	NONE	NONE	NONE
# 1108784026758856707	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Die	der	NONE
2	Klinik	Klinik	NONE
3	versucht	versuchen	NONE
4	ihr	ihr	NONE
5	Mitarbeiter	Mitarbeiter	NONE
6	durch	durch	NONE
7	Training	Training	NONE
8	auf	auf	NONE
9	brenzlige	brenzlig	NONE
10	Situationen	Situation	NONE
11	vorzubereiten	vorzubereiten	NONE
12	.	.	NONE
NONE	NONE	NONE	NONE
# 1108784026758856707	2	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/t7QSMZcOQi	https://t.co/t7QSMZcOQi	B-URL
NONE	NONE	NONE	NONE
# 1108783941887184897	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	In	in	NONE
2	Lotte	Lotte	B-GPE
3	wurde	werden	NONE
4	#FCK	#FCK	B-TITLE
NONE	-Stürmer	-Stürmer	I-TITLE
6	Timmy	Timmy	B-PER
7	Thiele	Thiel	I-PER
8	zum	zum	NONE
9	Matchwinner	Matchwinner	NONE
10	für	für	NONE
11	die	der	NONE
12	@Rote_Teufel	@Rote_Teufel	B-ORG
13	.	.	NONE
NONE	NONE	NONE	NONE
# 1108783941887184897	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Für	für	NONE
2	den	der	NONE
3	Königstransfer	Königstransfer	NONE
4	endete	enden	NONE
5	damit	damit	NONE
6	eine	ein	NONE
7	zeitweilige	zeitweilige	B-DUR
8	Ladehemmung	Ladehemmung	NONE
9	.	.	NONE
NONE	NONE	NONE	NONE
# 1108783941887184897	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Die	der	NONE
2	Offensive	Offensive	NONE
3	bleibt	bleiben	NONE
4	dennoch	dennoch	NONE
5	weiterhin	weiterhin	NONE
6	Problemzone	Problemzone	NONE
7	der	der	NONE
8	Pfälzer	Pfälzer	B-ORG
NONE	NONE	NONE	NONE
# 1108783941887184897	2	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	#betze	#betzen	B-FAC
2	https://t.co/eRR0doMMLo	https://t.co/eRR0doMMLo	B-URL
NONE	NONE	NONE	NONE
# 1108775737081896961	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Erhebt	erheben	NONE
2	die	der	NONE
3	Staatsanwaltschaft	Staatsanwaltschaft	NONE
4	Anklage	Anklage	NONE
5	gegen	gegen	NONE
6	Oppenheims	Oppenheims	B-GPE
7	Ex-Bürgermeister	Ex-Bürgermeister	B-TITLE
8	Marcus	Marcus	B-PER
9	Held	Held	I-PER
10	?	?	NONE
NONE	NONE	NONE	NONE
# 1108775737081896961	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Das	der	NONE
2	entscheidet	entscheiden	NONE
3	sich	er|es|sie	NONE
4	bald	bald	B-TIME
5	.	.	NONE
NONE	NONE	NONE	NONE
# 1108775737081896961	2	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/lRLOMFaHlD	https://t.co/lrlomfahld	B-URL
NONE	NONE	NONE	NONE
# 1108773661589286913	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Segula	Segula	B-ORG
2	hat	haben	NONE
3	trotz	trotz	NONE
4	der	der	NONE
5	neuen	neu	NONE
6	Wahlmöglichkeit	Wahlmöglichkeit	NONE
7	für	für	NONE
8	die	der	NONE
9	Opel-Ingenieure	Opel-Ingenieur	NONE
10	weiter	weiter	NONE
11	hoch	hoch	NONE
12	fliegende	fliegend	NONE
13	Pläne	Plan	NONE
14	für	für	NONE
15	Rüsselsheim	Rüsselsheim	B-FAC
16	.	.	NONE
NONE	NONE	NONE	NONE
# 1108773661589286913	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Für	für	NONE
2	die	der	NONE
3	IG-Metall-Vertrauensleute	IG-Metall-Vertrauensleute	NONE
4	ist	sein	NONE
5	das	der	NONE
6	eine	ein	NONE
7	dreiste	drei	NONE
8	Provokation	Provokation	NONE
9	.	.	NONE
NONE	NONE	NONE	NONE
# 1108773661589286913	2	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/tD5qTCHXye	https://t.co/tD5qTCHXy	B-URL
NONE	NONE	NONE	NONE
# 1108769589771595776	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Zwei	zwei	B-CARDINAL
2	Unfälle	Unfall	NONE
3	haben	haben	NONE
4	sich	er|es|sie	NONE
5	am	am	NONE
6	frühen	früh	NONE
7	Donnerstagabend	Donnerstagabend	B-TIME
8	auf	auf	NONE
9	der	der	NONE
10	A60	A60	B-FAC
11	zwischen	zwischen	NONE
12	Mainz-Finthen	Mainz-Finthen	B-GPE
13	und	und	NONE
14	dem	der	NONE
15	Dreieck	Dreieck	B-FAC
16	Mainz	Mainz	I-FAC
17	ereignet	ereignen	NONE
18	.	.	NONE
NONE	NONE	NONE	NONE
# 1108769589771595776	2	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/CzWeGKEXml	https://t.co/CzWeGKEXml	B-URL
NONE	NONE	NONE	NONE
# 1108763529681797123	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Heute	heute	B-DATE
2	ist	sein	NONE
3	der	der	NONE
4	Internationale	international	B-EVT
5	Tag	Tagen	I-EVT
6	des	der	I-EVT
7	Waldes	Wald	I-EVT
8	!	!	NONE
NONE	NONE	NONE	NONE
# 1108763529681797123	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Zu	zu	NONE
2	einer	ein	NONE
3	großen	groß	NONE
4	Mulitmedia-Reportage	Mulitmedia-Reportage	NONE
5	über	über	NONE
6	Nutzungskonflikte	Nutzungskonflikt	NONE
7	von	von	NONE
8	Förstern	Förster	NONE
9	,	,	NONE
10	Jägern	Jäger	NONE
11	,	,	NONE
12	Mountainbikern	Mountainbiker	NONE
13	,	,	NONE
14	Wanderern	Wanderer	NONE
15	und	und	NONE
16	Naturschützern	Naturschützern	NONE
17	geht	gehen	NONE
18	es	es	NONE
19	hier	hier	NONE
20	lang	lang	NONE
21	:	:	NONE
NONE	NONE	NONE	NONE
# 1108763529681797123	2	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/BPzgDtGGkR	https://t.co/BPzgDtGGkR	B-URL
2	#Wald	#Wald	NONE
3	#mountainbiking	#mountainbiking	NONE
4	#tagdeswaldes	#tagdeswald	B-EVT
5	https://t.co/zD3cRStZtX	https://t.co/zD3cRStZtX	B-URL
NONE	NONE	NONE	NONE
# 1108762425694867456	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Wie	wie	NONE
2	soll	sollen	NONE
3	es	es	NONE
4	für	für	NONE
5	Opel-Mitarbeiter	Opel-Mitarbeiter	NONE
6	weitergehen	weitergehen	NONE
7	,	,	NONE
8	die	der	NONE
9	sich	er|es|sie	NONE
10	für	für	NONE
11	einen	ein	NONE
12	Wechsel	Wechsel	NONE
13	zu	zu	NONE
14	Segula	Segula	B-ORG
15	entscheiden	entscheiden	NONE
16	?	?	NONE
NONE	NONE	NONE	NONE
# 1108762425694867456	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Darüber	darüber	NONE
2	spricht	sprechen	NONE
3	Martin	Martin	B-PER
4	Lange	lange	I-PER
5	,	,	NONE
6	der	der	NONE
7	Deutschland-Chef	Deutschland-Chef	NONE
8	des	der	NONE
9	Entwicklungsdienstleisters	Entwicklungsdienstleister	NONE
10	,	,	NONE
11	im	im	NONE
12	Interview	Interview	NONE
13	.	.	NONE
NONE	NONE	NONE	NONE
# 1108762425694867456	2	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/3BxNZclJib	https://t.co/3BxNZclJib	B-URL
NONE	NONE	NONE	NONE
# 1108757386678939649	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Opel-Ingenieure	Opel-Ingenieur	NONE
2	können	können	NONE
3	nun	nun	B-TIME
4	wählen	wählen	NONE
5	,	,	NONE
6	ob	ob	NONE
7	sie	sie	NONE
8	zu	zu	NONE
9	Segula	Segula	B-ORG
10	gehen	gehen	NONE
11	oder	oder	NONE
12	Abfindungen	Abfindung	NONE
13	nehmen	nehmen	NONE
14	.	.	NONE
NONE	NONE	NONE	NONE
# 1108757386678939649	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Ihre	Ihr|ihr	NONE
2	Wechselbereitschaft	Wechselbereitschaft	NONE
3	gilt	gelten	NONE
4	als	als	NONE
5	gering	gering	NONE
6	.	.	NONE
NONE	NONE	NONE	NONE
# 1108757386678939649	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Segula	Segula	B-ORG
2	sieht	sehen	NONE
3	seine	sein	NONE
4	großen	groß	NONE
5	Pläne	Plan	NONE
6	für	für	NONE
7	Rüsselsheim	Rüsselsheim	B-FAC
8	aber	aber	NONE
9	nicht	nicht	NONE
10	gefährdet	gefährden	NONE
11	.	.	NONE
NONE	NONE	NONE	NONE
# 1108757386678939649	2	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/0UaSpyMBA3	https://t.co/0UaSpyMBA3	B-URL
NONE	NONE	NONE	NONE
# 1108746982376517633	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	""""	""""	NONE
2	Das	der	NONE
3	Risiko	Risiko	NONE
4	,	,	NONE
5	Opfer	Opfer	NONE
6	einer	ein	NONE
7	Straftat	Straftat	NONE
8	zu	zu	NONE
9	werden	werden	NONE
10	,	,	NONE
11	ist	sein	NONE
12	in	in	NONE
13	Rheinland-Pfalz	Rheinland-Pfalz	B-GPE
14	erneut	erneut	B-SORD
15	gesunken	sinken	NONE
16	""""	""""	NONE
17	,	,	NONE
18	kommentiert	kommentieren	NONE
19	Innenminister	Innenminister	B-TITLE
20	Roger	Roger	B-PER
21	Lewentz	Lewentz	I-PER
22	das	der	NONE
23	Ergebnis	Ergebnis	NONE
24	der	der	NONE
25	aktuellen	aktuell	NONE
26	Kriminalitätsstatistik	Kriminalitätsstatistik	NONE
27	für	für	NONE
NONE	NONE	NONE	NONE
# 1108746982376517633	2	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	#RLP	#RLP	B-GPE
2	https://t.co/tpT2aXBcsa	https://t.co/tpT2aXBcsa	B-URL
NONE	NONE	NONE	NONE
# 1108745179211669504	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Anonymer	Anonym	NONE
2	Drohbrief	Drohbrief	NONE
3	kündigt	kündigen	NONE
4	„	„	NONE
5	gnadenlose	gnadenlos	NONE
6	Jagd	Jagd	NONE
7	“	“	NONE
8	auf	auf	NONE
9	alle	alle	NONE
10	an	an	NONE
11	,	,	NONE
12	die	der	NONE
13	sich	er|es|sie	NONE
14	für	für	NONE
15	Flüchtlinge	Flüchtling	NONE
16	einsetzen	einsetzen	NONE
17	-	-	NONE
18	eingegangen	eingehen	NONE
19	in	in	NONE
20	Wiesbaden	Wiesbaden	B-GPE
21	und	und	NONE
22	in	in	NONE
23	Mainz	Mainz	B-GPE
24	.	.	NONE
NONE	NONE	NONE	NONE
# 1108745179211669504	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Das	der	NONE
2	„	„	NONE
3	Bündnis	Bündnis	B-ORG
4	gegen	gegen	I-ORG
5	Rechts	rechts	I-ORG
6	“	“	NONE
7	hat	haben	NONE
8	Anzeige	Anzeige	NONE
9	erstattet	erstatten	NONE
10	.	.	NONE
NONE	NONE	NONE	NONE
# 1108745179211669504	2	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/aFp8KLpELv	https://t.co/aFp8KLpELv	B-URL
NONE	NONE	NONE	NONE
# 1108739356913819648	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Bei	bei	NONE
2	einer	ein	NONE
3	Kontrolle	Kontrolle	NONE
4	wurden	werden	NONE
5	bei	bei	NONE
6	einem	ein	NONE
7	66-jährigen	66-jährig	B-AGE
8	Sportschützen	Sportschütze	NONE
9	in	in	NONE
10	Mainz-Finthen	Mainz-Finthen	B-GPE
11	diverse	divers	NONE
12	illegale	illegal	NONE
13	Waffen	Waffe	NONE
14	und	und	NONE
15	Munition	Munition	NONE
16	sichergestellt	sicherstellen	NONE
17	.	.	NONE
NONE	NONE	NONE	NONE
# 1108739356913819648	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Experten	Experte	NONE
2	prüfen	prüfen	NONE
3	nun	nun	B-TIME
4	den	der	NONE
5	Fund	Fund	NONE
6	.	.	NONE
NONE	NONE	NONE	NONE
# 1108739356913819648	2	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/fDGcYLXsY6	https://t.co/fDGcYLXsY6	B-URL
NONE	NONE	NONE	NONE
# 1108715237887365122	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Die	der	NONE
2	Debatte	Debatte	NONE
3	um	um	NONE
4	die	der	NONE
5	""""	""""	NONE
6	Fridays	Fridays	B-PROJ
7	for	for	I-PROJ
8	Future	Future	I-PROJ
9	""""	""""	NONE
10	-Proteste	-Proteste	NONE
11	machen	machen	NONE
12	auch	auch	NONE
13	vor	vor	NONE
14	unserem	unser	NONE
15	Podcast	Podcast	NONE
16	nicht	nicht	NONE
17	halt	halen	NONE
18	.	.	NONE
NONE	NONE	NONE	NONE
# 1108715237887365122	1	aznachrichten	NONE
# newdoc	NONE	NONE	NONE
